word,sense_number,synset_id,,tag_count,w_num
amplify,4,200255078,,0,1
amplify,3,200255542,,0,4
amplify,1,200421709,,4,2
amplify,2,200812495,,0,7
amputate,1,201216801,,2,1
amuse,2,200831728,,1,1
amuse,1,202418034,,6,1
anaesthetise,1,200020689,,0,4
anaesthetize,1,200020689,,0,2
anagram,1,200605413,,0,1
anagrammatise,1,200605413,,0,3
anagrammatize,1,200605413,,0,2
analogise,1,200631453,,0,2
analogize,1,200631453,,0,1
analyse,4,200622634,,0,2
analyse,3,200622910,,0,2
analyse,1,200623929,,2,2
analyse,2,200712004,,0,2
analyze,4,200622634,,0,1
analyze,2,200622910,,2,1
analyze,1,200623929,,21,1
analyze,3,200712004,,0,1
anastomose,2,201253689,,0,1
anastomose,1,201253886,,0,1
anathematise,1,200836424,,0,6
anathematize,1,200836424,,0,5
anathemise,2,200836424,,0,4
anathemise,1,200837155,,0,6
anathemize,2,200836424,,0,2
anathemize,1,200837155,,0,5
anatomise,1,201507744,,0,2
anatomize,2,200624587,,0,1
anatomize,1,201507744,,0,1
anchor,2,201265702,,3,1
anchor,1,201265930,,3,1
ancylose,2,200093539,,0,2
ancylose,1,200093671,,0,2
anele,1,200083190,,0,4
anesthetise,1,200020689,,0,3
anesthetize,1,200020689,,0,1
anger,1,201734240,,1,1
anger,2,201735248,,0,1
angle,5,200657720,,0,2
angle,4,201106349,,0,1
angle,3,201280293,,0,2
angle,2,201980120,,0,5
angle,1,201986595,,2,1
angle-park,1,201878755,,0,1
anglicise,2,200291080,,0,1
anglicise,1,200398595,,0,2
anglicize,2,200291080,,0,2
anglicize,1,200398595,,0,1
anguish,2,201740637,,0,2
anguish,1,201742737,,0,1
angulate,1,200557894,,0,1
animadvert,2,200800031,,0,1
animadvert,1,200994646,,0,3
animalise,3,200110238,,0,4
animalise,2,200110419,,0,4
animalise,1,201632665,,0,2
animalize,3,200110238,,0,3
animalize,2,200110419,,0,3
animalize,1,201632665,,0,1
animate,4,200023840,,0,1
animate,3,200186189,,0,5
animate,2,200533269,,0,3
animate,1,201760213,,1,2
animise,1,200533269,,0,2
animize,1,200533269,,1,1
ankylose,2,200093539,,0,1
ankylose,1,200093671,,0,1
anneal,1,200293509,,0,1
annex,3,201289760,,0,1
annex,2,202151620,,0,1
annex,1,202151765,,0,1
annihilate,1,200457540,,1,2
annotate,2,200929406,,0,3
annotate,1,201656159,,0,1
announce,2,200933912,,13,1
announce,4,200942140,,2,1
announce,1,200942334,,74,1
announce,3,200943376,,2,1
annoy,1,201736079,,5,1
annul,2,200773962,,0,2
annul,1,202403814,,0,2
annunciate,1,200942140,,0,2
anodise,1,200131517,,0,2
anodize,1,200131517,,0,1
anoint,1,200083190,,0,1
answer,4,200615341,,5,1
answer,2,200616079,,8,1
answer,10,200694489,,0,1
answer,3,200695717,,7,1
answer,5,200788846,,4,1
answer,1,200789361,,63,1
answer,9,201147744,,0,1
answer,8,202579439,,0,1
answer,7,202589299,,0,3
answer,6,202665489,,0,1
antagonise,2,201754941,,0,2
antagonise,1,202489020,,1,2
antagonize,1,201754941,,2,1
antagonize,2,202489020,,0,1
ante,1,201104116,,0,1
antecede,1,202633006,,0,4
antedate,2,200268080,,0,2
antedate,1,202633006,,0,5
anthologise,1,201580681,,0,2
anthologize,1,201580681,,0,1
anthropomorphise,1,200703357,,0,2
anthropomorphize,1,200703357,,0,1
antic,1,200102927,,0,3
anticipate,6,200331782,,1,1
anticipate,1,200695861,,8,2
anticipate,3,200696899,,4,1
anticipate,4,200887706,,3,6
anticipate,5,201752624,,2,1
anticipate,2,202489652,,5,1
antiquate,2,200245071,,0,2
antiquate,1,200245234,,0,1
antique,2,200245071,,0,1
antique,1,202259400,,0,1
antisepticize,1,200060747,,0,1
ape,2,200822006,,0,2
ape,1,202594364,,0,1
aphorise,1,200717497,,0,2
aphorize,1,200717497,,0,1
apologise,2,200863493,,0,2
apologise,1,200865308,,0,2
apologize,1,200863493,,3,1
apologize,2,200865308,,0,1
apostatise,1,200733037,,0,2
apostatize,1,200733037,,0,1
apostrophise,1,200961505,,0,2
apostrophize,1,200961505,,0,1
apotheose,1,200670532,,0,3
apotheosise,1,200670532,,0,2
apotheosize,1,200670532,,0,1
appal,2,201730919,,0,3
appal,1,201757955,,0,5
appall,2,201730919,,0,4
appall,1,201757955,,0,6
apparel,1,200046409,,0,10
appeal,2,200730627,,2,1
appeal,5,200991862,,0,2
appeal,3,201755473,,1,2
appeal,1,202423014,,4,1
appeal,4,202423216,,0,1
appear,2,200409939,,102,1
appear,5,200412906,,7,1
appear,3,200413784,,22,1
appear,6,201672129,,2,1
appear,1,202071636,,123,2
appear,4,202072871,,14,1
appear,7,202520938,,1,1
appease,3,200740023,,1,2
appease,2,201157749,,1,3
appease,1,201714514,,2,5
append,3,200994154,,0,2
append,2,201289150,,0,1
append,1,201289342,,1,1
apperceive,1,202046205,,0,1
appertain,1,202574589,,0,2
applaud,2,200832171,,4,1
applaud,1,200833736,,5,1
applique,1,201622855,,0,1
apply,3,200740152,,13,1
apply,9,200993556,,1,1
apply,1,201123102,,50,4
apply,4,201323844,,11,2
apply,6,202242256,,2,2
apply,8,202484485,,1,3
apply,7,202485635,,1,2
apply,10,202518718,,0,1
apply,2,202596068,,33,1
apply,5,202626450,,4,2
appoint,3,202273930,,0,1
appoint,1,202324533,,13,1
appoint,2,202401814,,8,1
apportion,1,202169266,,3,2
apportion,2,202228139,,0,4
appose,1,201458008,,0,1
appraise,2,200625857,,0,2
appraise,1,200658664,,2,5
appreciate,5,200305671,,0,1
appreciate,4,200306251,,0,1
appreciate,2,200573412,,11,1
appreciate,1,201753627,,12,1
appreciate,3,202191142,,5,4
apprehend,1,200569596,,2,7
apprehend,2,201178382,,1,3
apprehend,3,201730737,,0,1
apprentice,1,200582990,,1,1
apprise,4,200305671,,0,3
apprise,3,200306251,,0,3
apprise,2,200803912,,0,2
apprise,1,200844607,,0,5
apprize,4,200305671,,0,2
apprize,3,200306251,,0,2
apprize,2,200803912,,0,3
apprize,1,200844607,,0,6
approach,5,200958112,,6,1
approach,4,201796202,,6,1
approach,1,201995535,,46,1
approach,3,202365915,,6,3
approach,2,202622629,,10,2
approbate,2,200663968,,0,1
approbate,1,200777858,,0,1
appropriate,1,200700205,,11,2
appropriate,2,202206880,,1,1
approve,2,200651566,,7,1
approve,1,200780419,,27,1
approximate,2,200650033,,2,3
approximate,1,202586008,,5,1
aquaplane,2,201886178,,0,1
aquaplane,1,201899084,,0,1
aquatint,1,201701503,,0,1
arbitrage,1,202195666,,0,1
arbitrate,1,200735928,,1,5
arborise,1,200319160,,0,2
arborize,1,200319160,,0,1
arc,1,201976875,,0,3
arch,1,201976875,,3,1
archaise,1,200508302,,0,2
archaize,1,200508302,,1,1
archive,1,201344435,,0,1
argue,1,200746664,,34,1
argue,3,200747097,,0,1
argue,2,200747871,,17,1
argufy,1,200749559,,0,4
arise,7,200017853,,0,3
arise,4,200329068,,7,1
arise,5,201911030,,1,3
arise,3,201925329,,8,1
arise,6,202506241,,0,2
arise,1,202546120,,29,2
arise,2,202547589,,9,1
arm,1,201052697,,4,1
arm,2,202267393,,1,1
armor,1,202274244,,0,1
armour,1,202274244,,0,2
aromatise,1,202064985,,0,3
aromatize,1,202064985,,0,2
arouse,2,200018221,,3,3
arouse,5,200018508,,2,6
arouse,4,200022265,,2,2
arouse,3,201583752,,2,8
arouse,1,201708538,,14,1
arouse,7,201711441,,0,1
arouse,6,201839775,,1,1
arraign,2,200816304,,1,1
arraign,1,202423348,,1,1
arrange,5,200037596,,2,2
arrange,7,200711371,,0,1
arrange,2,200988646,,7,1
arrange,1,201422386,,14,1
arrange,3,201601291,,3,3
arrange,6,201657335,,0,1
arrange,4,201695918,,2,2
array,2,200709455,,0,2
array,1,201432466,,1,2
arrest,2,201096284,,2,3
arrest,1,201178382,,20,4
arrest,3,201463706,,1,2
arrest,4,201805674,,0,3
arrive,1,201947900,,53,1
arrive,2,202508890,,0,1
arrogate,3,202208641,,0,5
arrogate,1,202209388,,1,3
arrogate,2,202210769,,0,1
arterialise,1,200115474,,0,2
arterialize,1,200115474,,0,1
article,1,200855685,,0,1
articulate,4,200946301,,0,1
articulate,3,200946463,,1,2
articulate,2,200948313,,1,5
articulate,1,202286663,,1,2
ascend,1,201911527,,3,1
ascend,6,201912527,,0,4
ascend,5,201979289,,0,1
ascend,4,202043222,,0,1
ascend,3,202310429,,0,1
ascend,2,202670633,,0,1
ascertain,2,200640608,,1,7
ascertain,4,200697393,,0,1
ascertain,1,200888752,,4,4
ascertain,3,200890179,,0,5
ascribe,1,200702302,,3,2
ash,1,200371869,,0,1
ask,2,200727721,,433,1
ask,4,200730925,,50,1
ask,1,200758605,,654,1
ask,3,200758990,,86,1
ask,6,200868100,,3,1
ask,5,201034677,,3,1
ask,7,202549691,,2,2
asperse,1,200818976,,0,4
asphalt,1,201229692,,0,1
asphyxiate,3,200348105,,0,3
asphyxiate,2,201434349,,0,3
asphyxiate,1,201525726,,0,2
aspirate,3,200003261,,0,1
aspirate,2,200920443,,0,1
aspirate,1,201498107,,0,1
aspire,1,200682163,,2,2
assail,3,200834490,,0,3
assail,2,201084194,,0,2
assail,1,201085076,,6,1
assassinate,2,200819589,,0,1
assassinate,1,202408713,,0,1
assault,3,200834490,,0,6
assault,1,201085076,,7,2
assault,2,202491481,,0,4
assay,1,200671855,,1,1
assay,2,202454930,,0,5
assemble,1,201609650,,15,1
assemble,2,202355773,,13,3
assemble,3,202521319,,1,1
assent,1,200778182,,3,1
assert,4,200693530,,1,2
assert,2,200978355,,6,3
assert,1,200983921,,22,1
assert,3,202302941,,2,1
assess,1,200658664,,14,4
assess,4,200659353,,0,1
assess,3,202241498,,0,2
assess,2,202241661,,0,1
asseverate,1,200983921,,0,2
assibilate,2,200532314,,0,1
assibilate,1,201020279,,0,1
assign,4,200654906,,7,1
assign,3,200702302,,7,3
assign,8,200715822,,0,1
assign,5,201124458,,1,2
assign,7,202164138,,0,1
assign,2,202164287,,15,1
assign,6,202210769,,0,2
assign,1,202320208,,15,4
assimilate,2,200153684,,2,1
assimilate,3,200154285,,1,1
assimilate,5,200154471,,0,1
assimilate,1,200582610,,2,2
assimilate,4,201497546,,0,1
assist,2,202341741,,4,1
assist,3,202465525,,0,5
assist,1,202472355,,21,2
associate,1,200689759,,26,1
associate,3,202396109,,1,2
associate,2,202512288,,3,2
assoil,1,200874318,,0,2
assonate,1,202669860,,0,1
assort,2,200632728,,0,4
assort,1,202512288,,0,4
assuage,3,200062014,,0,4
assuage,2,201167509,,0,4
assuage,1,201714514,,0,4
assume,9,200048895,,0,5
assume,3,200510844,,13,1
assume,1,200612180,,70,1
assume,8,201429239,,0,1
assume,7,201672714,,0,2
assume,5,201924460,,3,1
assume,6,202208641,,0,1
assume,4,202235349,,6,4
assume,2,202310584,,13,1
assure,4,200640608,,6,8
assure,3,200750618,,9,1
assure,6,200854515,,1,2
assure,1,200861160,,21,4
assure,2,200986696,,9,1
assure,5,201715457,,2,2
asterisk,1,200497080,,0,2
astonish,1,200700834,,1,2
astound,1,200700834,,3,3
astringe,2,200295105,,0,1
astringe,1,201348085,,0,1
astrogate,2,201788549,,0,1
astrogate,1,201877797,,0,1
atom-bomb,1,201097790,,0,1
atomise,3,200319809,,0,2
atomise,2,201098098,,0,3
atomise,1,201333069,,0,2
atomize,3,200319809,,0,1
atomize,2,201098098,,0,2
atomize,1,201333069,,0,1
atone,2,201744550,,0,2
atone,1,202445533,,1,4
atrophy,1,200091170,,0,1
attach,2,201251986,,5,1
attach,3,201252135,,3,1
attach,1,201257892,,23,1
attach,5,202207624,,0,2
attach,4,202462804,,0,3
attack,6,200019434,,0,1
attack,5,200336456,,1,1
attack,2,200834490,,9,1
attack,3,201083492,,8,1
attack,1,201084194,,22,1
attack,4,201085076,,4,4
attain,2,201948786,,6,3
attain,4,201962681,,0,3
attain,3,202220656,,0,9
attain,1,202450929,,16,3
attaint,2,202087580,,0,1
attaint,1,202471994,,0,4
attemper,1,200163877,,0,1
attempt,2,201604392,,15,3
attempt,1,202454930,,50,3
attend,5,202108151,,1,1
attend,4,202465525,,1,4
attend,2,202474278,,2,1
attend,1,202534896,,84,1
attend,3,202636655,,1,1
attenuate,2,200213232,,0,1
attenuate,1,200218807,,0,2
attest,2,200793538,,1,1
attest,4,200793797,,0,1
attest,1,200794126,,2,1
attest,3,200982000,,0,2
